date,device,power_usage,temperature
2025-05-05,Usha Mist Air IC,0.0035,32.7
2024-12-04,Usha Striker Galaxy,0.0016,29.3
2025-10-10,Panasonic SR-WA18,0.0055,29.33
2024-12-16,Lenovo IdeaPad 3,0.0029,24.7
2025-11-09,Philips HD3119,0.0234,29.78
2024-07-05,Xiaomi MDY-11,0.0005,31.95
2024-12-19,Havells Leganza,0.0018,27.45
2024-04-29,LG 24MP60G,0.0016,31.42
2025-02-25,Usha Mist Air IC,0.0024,35.99
2025-02-25,Panasonic NN-ST34,0.0568,30.51
2024-01-18,Samsung MS23F301,0.0253,27.31
2025-07-01,CRI MHBS,0.0295,29.2
2025-04-24,Syska SSK-BLS-9W,0.0004,28.62
2025-08-19,CRI MHBS,0.0474,31.18
2024-07-02,LG KS-Q18,0.0321,32.04
2024-08-04,HP Pavilion 14,0.0012,25.52
2024-04-25,Orient Aeroquiet,0.0045,24.41
2024-01-12,Bajaj Majesty RX14,0.0289,25.52
2025-09-10,Havells Leganza,0.0025,30.38
2025-05-18,Samsung EP-TA800,0.0005,33.23
2025-01-07,Panasonic SR-WA18,0.0222,31.48
2025-10-17,Lenovo IdeaPad 3,0.0028,32.83
2025-05-30,Kirloskar Mega 54S,0.0368,31.78
2025-04-11,Orient Apex,0.0013,28.38
2024-09-23,Lenovo IdeaPad 3,0.0025,25.73
2024-05-01,Daikin FTKF 1.5T,0.0904,28.56
2025-06-26,Samsung UA43T5400,0.0054,25.46
2025-05-11,TP-Link Archer C6,0.0004,34.63
2025-06-21,Samsung MS23F301,0.0516,31.07
2025-06-11,Panasonic SR-WA18,0.0334,22.23
2024-06-07,Bosch WAK24168,0.0274,25.62
2024-07-13,Netgear R6120,0.0006,29.22
2025-11-02,Panasonic SR-WA18,0.0273,30.04
2025-03-19,Bajaj MX3,0.0252,24.92
2024-02-19,Samsung RT28T,0.0097,28.32
2025-11-06,Daikin FTKF 1.5T,0.0816,26.61
2024-05-11,Philips HD3119,0.027,33.13
2024-09-28,Lenovo IdeaPad 3,0.0013,25.31
2025-08-16,Philips HD3119,0.0218,32.17
2025-06-16,Panasonic F-M12D3,0.001,28.95
2024-08-28,LG 24MP60G,0.0007,27.2
2024-09-13,LG 43LM5650,0.0043,29.59
2025-10-11,Philips HD9306,0.0495,22.98
2024-07-29,Samsung LF24T350,0.0012,25.71
2025-12-12,Xiaomi MDY-11,0.0001,28.87
2024-12-09,Prestige PKOSS 1.5,0.0515,30.92
2025-05-11,TP-Link Archer C6,0.0004,34.81
2025-12-23,Lenovo ThinkCentre M70,0.0045,25.19
2025-11-10,ASUS VivoBook 15,0.0011,34.12
2024-12-21,Philips GC1905,0.0748,26.35
2025-08-16,HP Pavilion 14,0.0037,29.65
2024-10-10,Bajaj MX3,0.0483,29.17
2025-03-11,Philips GC1905,0.0223,29.87
2024-12-14,Dell P2422H,0.0013,32.84
2024-01-09,Netgear R6120,0.0002,32.55
2024-03-01,Netgear R6120,0.0003,33.07
2025-12-31,HP Pavilion 14,0.0009,32.24
2024-11-07,CRI MHBS,0.0269,28.72
2024-06-14,Samsung MS23F301,0.0272,24.73
2025-01-13,Samsung RT28T,0.0068,30.16
2025-07-02,LG GL-T302,0.0024,27.7
2024-04-01,Philips HD3119,0.0215,26.43
2025-10-26,Xiaomi MDY-11,0.0002,28.25
2025-08-15,Bajaj MX3,0.0173,25.31
2024-11-16,Samsung WA65A4002,0.0257,23.31
2024-03-26,LG 43LM5650,0.0071,30.54
2025-09-24,Lenovo IdeaPad 3,0.002,29.83
2025-09-15,LG KS-Q18,0.0264,27.73
2025-04-05,TP-Link Archer C6,0.0002,38.91
2024-05-18,Netgear R6120,0.0009,31.42
2024-10-28,CRI MHBS,0.0085,28.56
2024-04-10,Netgear R6120,0.0006,27.28
2024-07-13,LG 24MP60G,0.0015,35.17
2025-01-19,Panasonic NN-ST34,0.0356,37.08
2024-11-18,Syska SSK-BLS-9W,0.0002,26.95
2024-12-08,Samsung UA43T5400,0.008,39.08
2025-04-13,LG GL-T302,0.0083,32.32
2025-11-22,Samsung MS23F301,0.0269,27.45
2024-05-13,Whirlpool IF INV 278,0.0043,26.26
2025-02-19,Daikin FTKF 1.5T,0.068,32.37
2025-07-29,Bosch WAK24168,0.0322,31.26
2025-03-24,LG 43LM5650,0.0041,30.64
2024-09-05,HP EliteDesk 800,0.0027,33.1
2024-06-10,Orient Winter HC,0.0289,25.82
2025-08-20,CRI MHBS,0.0413,28.57
2024-07-19,Lenovo ThinkCentre M70,0.015,31.36
2025-04-25,Bajaj Majesty RX14,0.0475,35.79
2025-10-18,LG GL-T302,0.0115,34.65
2024-09-03,Samsung EP-TA800,0.0007,31.81
2024-05-01,Kirloskar Mega 54S,0.0289,31.42
2025-01-14,CRI MHBS,0.0217,30.79
2024-07-05,Samsung MS23F301,0.0218,31.41
2025-04-15,Samsung MS23F301,0.0164,31.63
2024-01-12,Samsung UA43T5400,0.0019,30.15
2025-07-07,Sony Bravia X75,0.0049,26.81
2025-12-17,Philips HD9306,0.0756,27.08
2025-03-22,Usha Striker Galaxy,0.0021,34.21
2025-02-28,LG 43LM5650,0.0045,26.31
2024-03-12,Bajaj MX3,0.0254,34.26
2024-06-05,Samsung WA65A4002,0.0125,30.6
2025-02-14,Panasonic F-M12D3,0.0027,32.32
2024-08-24,Panasonic NN-ST34,0.017,29.58
2024-01-11,Panasonic NN-ST34,0.0237,36.23
2024-12-29,Bajaj Majesty RX14,0.068,30.03
2024-12-13,Philips Ace Saver,0.0001,28.36
2024-07-09,TP-Link Archer C6,0.0001,28.2
2025-07-05,Orient Winter HC,0.0768,32.24
2024-05-16,Samsung LF24T350,0.0012,24.57
2025-05-25,Orient Winter HC,0.0687,26.62
2024-10-08,Lenovo ThinkCentre M70,0.0069,26.78
2025-10-09,Xiaomi MDY-11,0.0004,32.63
2025-07-19,Bajaj MX3,0.0356,28.7
2024-07-06,Bajaj MX3,0.0124,29.19
2025-08-11,Dell OptiPlex 7090,0.0073,30.08
2024-05-15,Dell P2422H,0.0009,31.08
2024-05-05,Philips Ace Saver,0.0004,28.16
2025-12-09,Philips HD3119,0.0152,33.92
2024-02-02,Bosch WAK24168,0.0077,20.81
2024-11-28,Prestige PKOSS 1.5,0.0262,28.96
2024-12-06,Samsung RT28T,0.0048,25.08
2024-04-22,TP-Link Archer C6,0.0002,27.97
2025-01-03,HP Pavilion 14,0.0011,26.14
2025-06-13,Samsung MS23F301,0.0127,29.23
2025-05-24,Xiaomi MDY-11,0.0007,28.06
2024-12-25,Lenovo IdeaPad 3,0.0014,31.73
2024-02-24,Bajaj Majesty RX14,0.0475,34.05
2025-10-31,LG 43LM5650,0.0048,29.08
2024-06-13,Dell P2422H,0.0008,25.82
2025-04-28,Kirloskar Mega 54S,0.019,32.82
2025-09-12,Kirloskar Mega 54S,0.0355,29.17
2025-05-30,Philips GC1905,0.0581,33.98
2025-07-15,Syska SSK-BLS-9W,0.0006,31.77
2025-03-19,Dell P2422H,0.0008,30.37
2024-01-21,LG KS-Q18,0.0161,32.31
2024-04-15,Philips HD3119,0.0239,29.9
2025-08-18,Kirloskar Mega 54S,0.0243,28.78
2025-12-18,Samsung LF24T350,0.0024,33.83
2025-10-07,Bajaj MX3,0.0507,31.39
2025-02-07,LG KS-Q18,0.0597,25.0
2024-04-09,Daikin FTKF 1.5T,0.0264,23.64
2025-09-20,Lenovo IdeaPad 3,0.0026,31.35
2024-06-01,Dell P2422H,0.0006,33.93
2024-12-19,CRI MHBS,0.0581,30.97
2025-09-18,Usha Mist Air IC,0.003,36.13
2025-01-25,Lenovo ThinkCentre M70,0.006,26.41
2024-04-21,Samsung UA43T5400,0.0031,28.29
2024-05-15,LG GL-T302,0.0058,27.5
2024-04-07,Prestige PKOSS 1.5,0.0469,33.96
2025-06-04,Whirlpool IF INV 278,0.0066,35.68
2024-12-10,Syska SSK-BLS-9W,0.0005,25.68
2025-06-23,Philips GC1905,0.0578,29.2
2025-08-10,Usha Mist Air IC,0.0015,33.01
2025-09-04,LG GL-T302,0.0085,28.21
2024-06-15,Bajaj MX3,0.0447,33.03
2025-01-10,Daikin FTKF 1.5T,0.0291,30.65
2025-05-25,Bajaj Majesty RX14,0.1131,32.2
2025-06-02,Samsung EP-TA800,0.0006,30.01
2024-09-08,Havells Leganza,0.0012,27.37
2024-12-08,Philips HD9306,0.0406,33.99
2025-08-22,CRI MHBS,0.0117,31.24
2024-12-05,HP Pavilion 14,0.0014,32.38
2024-06-08,HP Pavilion 14,0.0027,32.04
2024-02-22,Panasonic NN-ST34,0.0403,27.06
2025-09-30,LG GL-T302,0.0026,27.43
2025-11-21,CRI MHBS,0.0229,33.63
2025-09-19,Samsung LF24T350,0.0005,31.07
2024-04-03,Lenovo ThinkCentre M70,0.0038,27.97
2024-08-02,Usha Mist Air IC,0.0035,31.67
2024-11-27,Samsung WA65A4002,0.009,31.61
2024-07-22,Syska SSK-BLS-9W,0.0003,31.92
2024-08-29,HP EliteDesk 800,0.0104,29.63
2025-02-09,HP EliteDesk 800,0.0031,28.64
2024-06-14,Panasonic SR-WA18,0.0181,34.24
2025-03-26,Lenovo ThinkCentre M70,0.0075,25.96
2026-01-05,Bosch WAK24168,0.0224,30.39
2025-12-27,LG FHM1207,0.0095,31.38
2024-08-27,Samsung EP-TA800,0.0004,32.8
2024-11-18,Dell P2422H,0.0018,29.36
2025-11-18,Philips Ace Saver,0.0003,34.54
2025-08-29,Panasonic SR-WA18,0.0079,35.11
2024-09-10,Orient Winter HC,0.0861,27.32
2024-01-21,Panasonic SR-WA18,0.038,33.91
2025-09-29,Philips HD9306,0.0648,32.55
2024-07-12,Philips Ace Saver,0.0002,31.83
2025-09-04,Samsung WA65A4002,0.0225,30.11
2025-02-11,Philips HD3119,0.0111,27.39
2024-07-05,Samsung RT28T,0.0013,32.42
2025-04-14,Orient Winter HC,0.0462,29.38
2025-09-27,LG 43LM5650,0.0071,26.78
2025-05-29,Samsung RT28T,0.0019,32.43
2025-07-22,LG KS-Q18,0.0209,28.21
2025-01-18,Prestige PKOSS 1.5,0.0142,29.19
2024-08-04,CRI MHBS,0.0543,23.2
2024-08-16,Havells Stealth Air,0.0024,31.77
2024-01-27,Orient Aeroquiet,0.0017,30.35
2025-12-07,Havells Leganza,0.0015,30.36
2025-10-15,CRI MHBS,0.0251,35.47
2024-08-24,TP-Link Archer C6,0.0003,27.81
2025-04-16,Kirloskar Mega 54S,0.012,33.19
2024-08-18,Samsung EP-TA800,0.0009,30.77
2024-09-04,Philips Ace Saver,0.0001,31.1
2025-04-08,Lenovo ThinkCentre M70,0.0031,36.07
2025-10-31,Samsung MS23F301,0.0157,28.81
2025-02-07,Havells Leganza,0.003,34.22
2024-10-06,HP EliteDesk 800,0.0105,23.54
2025-04-14,Havells Stealth Air,0.0035,29.06
2025-03-04,HP Pavilion 14,0.0022,35.38
2024-11-24,CRI MHBS,0.0194,36.53
2025-05-14,LG 24MP60G,0.0023,28.32
2024-09-15,Dell Inspiron 3520,0.0016,28.81
2024-02-27,Samsung RT28T,0.0028,30.6
2024-09-06,Syska SSK-BLS-9W,0.0002,31.07
2025-08-31,Samsung EP-TA800,0.0003,30.48
2025-10-15,Philips HD3119,0.0192,24.63
2025-04-24,TP-Link Archer C6,0.0004,26.52
2025-08-31,LG KS-Q18,0.0802,28.71
2025-04-01,LG GL-T302,0.0085,29.18
2024-05-13,Philips HD3119,0.0113,30.18
2025-12-14,Netgear R6120,0.0005,30.39
2025-12-18,Philips HD3119,0.0068,29.53
2024-08-23,Lenovo ThinkCentre M70,0.0125,26.98
2025-10-17,Philips HD3119,0.0212,31.81
2024-10-17,Panasonic SR-WA18,0.0418,31.32
2025-02-28,CRI MHBS,0.0209,26.08
2025-02-13,Syska SSK-BLS-9W,0.0002,29.48
2025-11-07,Philips Ace Saver,0.0002,29.62
2025-05-13,Orient Winter HC,0.0543,33.2
2025-03-12,Philips HD9306,0.0315,31.33
2024-10-03,LG KS-Q18,0.0494,29.38
2024-07-26,Samsung MS23F301,0.0135,29.24
2025-04-06,Xiaomi MDY-11,0.0001,32.21
2025-11-21,Usha Striker Galaxy,0.0041,25.31
2025-07-17,Philips Ace Saver,0.0002,31.17
2024-04-27,LG 43LM5650,0.003,28.17
2025-06-12,Panasonic NN-ST34,0.0432,28.79
2024-11-13,Philips GC1905,0.0293,29.32
2024-12-15,Samsung LF24T350,0.0019,30.99
2025-06-10,TP-Link Archer C6,0.0004,27.05
2024-02-21,Samsung EP-TA800,0.0002,30.02
2025-03-15,Samsung WA65A4002,0.0181,27.94
2025-04-10,Panasonic F-M12D3,0.0007,31.31
2025-02-09,TP-Link Archer C6,0.0005,30.1
2025-06-26,TP-Link Archer C6,0.0004,30.35
2024-12-30,Panasonic SR-WA18,0.0236,35.52
2025-04-15,Dell P2422H,0.0014,29.64
2025-10-04,Panasonic NN-ST34,0.0289,35.59
2024-04-05,Syska SSK-BLS-9W,0.0001,27.23
2024-11-09,Philips HD9306,0.0411,30.9
2025-11-27,Prestige PKOSS 1.5,0.0337,31.17
2025-07-19,Panasonic NN-ST34,0.0458,28.5
2024-09-04,LG GL-T302,0.0029,33.81
2025-04-07,Panasonic F-M12D3,0.0014,31.01
2025-04-22,Philips HD3119,0.0215,36.31
2024-09-18,LG 24MP60G,0.001,26.24
2024-10-31,Usha Mist Air IC,0.0011,33.3
2024-02-17,Philips HD3119,0.0288,32.87
2025-04-26,Samsung RT28T,0.0028,26.97
2024-05-21,Lenovo ThinkCentre M70,0.0103,30.34
2025-05-10,Panasonic NN-ST34,0.0342,33.23
2024-06-22,Philips HD3119,0.0249,28.69
2024-08-28,Bajaj Majesty RX14,0.0849,23.79
2025-12-08,Dell P2422H,0.0006,33.48
2024-11-02,Dell P2422H,0.0023,28.19
2024-09-13,Bajaj Majesty RX14,0.0922,27.62
2024-05-12,HP Pavilion 14,0.0015,29.2
2025-07-07,HP EliteDesk 800,0.0063,21.26
2024-12-26,CRI MHBS,0.0193,34.14
2024-10-12,Bajaj Majesty RX14,0.026,33.86
2025-08-13,Bajaj MX3,0.0499,30.23
2024-10-21,LG KS-Q18,0.0212,29.02
2024-05-30,Philips Ace Saver,0.0005,31.38
2024-01-24,Philips HD3119,0.0157,33.31
2024-01-16,Netgear R6120,0.0004,28.07
2024-02-19,Philips HD3119,0.027,27.76
2025-05-05,Philips HD3119,0.0326,30.99
2024-12-10,LG 24MP60G,0.0025,33.07
2025-08-06,CRI MHBS,0.0249,31.4
2024-03-10,Netgear R6120,0.0001,27.54
2025-04-09,Whirlpool IF INV 278,0.0035,22.67
2025-01-07,Philips HD3119,0.0254,32.63
2024-04-02,Dell P2422H,0.0012,27.54
2024-12-02,Whirlpool IF INV 278,0.0043,35.04
2025-07-29,TP-Link Archer C6,0.0005,32.04
2024-09-17,Daikin FTKF 1.5T,0.0442,30.71
2024-01-28,Netgear R6120,0.0003,31.31
2024-04-28,Samsung MS23F301,0.0148,30.03
2024-11-04,Daikin FTKF 1.5T,0.0206,31.07
2024-02-29,LG 24MP60G,0.0015,26.14
2024-06-21,Bajaj Majesty RX14,0.1001,27.02
2025-10-06,Bajaj MX3,0.0431,27.01
2025-05-08,Panasonic F-M12D3,0.0027,34.79
2025-12-22,ASUS VivoBook 15,0.0022,30.99
2024-09-02,Dell OptiPlex 7090,0.006,29.82
2025-09-08,Panasonic SR-WA18,0.0101,29.19
2025-12-24,Philips HD9306,0.026,29.95
2024-05-15,Whirlpool IF INV 278,0.0049,36.19
2025-02-06,Panasonic SR-WA18,0.0249,30.43
2025-01-04,Bajaj Majesty RX14,0.0846,29.46
2024-06-05,Philips HD9306,0.0323,30.7
2025-02-05,Samsung MS23F301,0.0128,23.67
2024-08-29,Dell P2422H,0.0003,32.05
2024-09-25,Orient Aeroquiet,0.0027,26.35
2025-07-09,Sony Bravia X75,0.0038,35.04
2025-04-12,Philips Ace Saver,0.0002,33.56
2024-04-07,Panasonic SR-WA18,0.0295,30.48
2024-10-07,Whirlpool IF INV 278,0.0026,25.04
2024-03-19,Panasonic SR-WA18,0.0236,35.16
2025-11-23,Samsung EP-TA800,0.0003,32.44
2024-01-20,Netgear R6120,0.0004,27.71
2024-06-26,LG 43LM5650,0.0042,34.14
2025-03-11,LG KS-Q18,0.0833,25.82
2024-08-10,Panasonic NN-ST34,0.0437,33.22
2025-06-06,HP EliteDesk 800,0.0077,26.9
2024-12-18,LG 43LM5650,0.0034,29.03
2025-05-15,LG KS-Q18,0.1066,33.02
2025-07-03,Panasonic SR-WA18,0.0079,28.74
2025-01-10,Usha Mist Air IC,0.003,30.62
2025-07-11,Orient Winter HC,0.0192,30.12
2025-09-14,Dell P2422H,0.0011,30.01
2024-12-26,Havells Leganza,0.0031,27.66
2025-05-24,Philips HD3119,0.0428,35.67
2025-06-02,Samsung MS23F301,0.0636,34.97
2025-01-31,Orient Winter HC,0.04,28.58
2025-08-22,Orient Apex,0.0029,32.11
2024-03-06,TP-Link Archer C6,0.0001,35.59
2024-10-10,LG FHM1207,0.0156,30.19
2024-08-29,Samsung MS23F301,0.0272,31.05
2025-05-23,Whirlpool IF INV 278,0.006,28.23
2024-02-22,Kirloskar Mega 54S,0.0307,29.16
2024-11-12,Panasonic SR-WA18,0.038,28.86
2025-01-30,Sony Bravia X75,0.0029,30.93
2025-04-18,Orient Aeroquiet,0.0015,25.86
2025-01-10,Philips GC1905,0.0328,32.21
2024-03-13,Havells Stealth Air,0.0016,28.74
2024-04-29,Sony Bravia X75,0.004,33.26
2025-11-26,Panasonic SR-WA18,0.0198,27.26
2024-01-15,ASUS VivoBook 15,0.0017,32.87
2024-01-16,Xiaomi MDY-11,0.0001,29.83
2025-02-14,Lenovo ThinkCentre M70,0.015,31.1
2025-05-10,TP-Link Archer C6,0.0005,23.94
2024-08-19,Syska SSK-BLS-9W,0.0002,27.37
2024-07-20,TP-Link Archer C6,0.0006,26.48
2024-08-08,Lenovo IdeaPad 3,0.0026,27.98
2024-12-05,Syska SSK-BLS-9W,0.0002,30.29
2024-08-24,LG FHM1207,0.0252,27.57
2024-04-24,Usha Mist Air IC,0.0015,23.98
2024-02-25,Samsung WA65A4002,0.0136,32.4
2025-11-27,Samsung EP-TA800,0.0008,30.33
2025-05-08,Havells Leganza,0.0029,32.59
2024-08-18,Samsung UA43T5400,0.0072,25.68
2025-06-03,Kirloskar Mega 54S,0.0285,30.71
2025-09-09,Usha Striker Galaxy,0.0051,26.97
2025-11-08,Orient Winter HC,0.0658,26.64
2025-04-18,Sony Bravia X75,0.0048,31.42
2024-11-05,Havells Stealth Air,0.004,29.23
2025-06-30,Philips Ace Saver,0.0001,33.35
2025-10-04,Samsung EP-TA800,0.0003,33.24
2025-05-27,Samsung LF24T350,0.001,26.09
2025-05-14,Lenovo ThinkCentre M70,0.0122,33.04
2025-10-21,Bajaj Majesty RX14,0.0519,30.28
2024-11-21,Panasonic F-M12D3,0.0013,28.46
2024-02-01,Philips HD3119,0.023,29.93
2025-08-09,Bajaj MX3,0.0724,29.75
2024-03-09,Orient Aeroquiet,0.0051,34.37
2025-06-04,Xiaomi MDY-11,0.0008,29.5
2025-08-22,Bosch WAK24168,0.026,26.34
2024-12-07,Orient Aeroquiet,0.0027,30.57
2025-07-06,Whirlpool IF INV 278,0.0068,32.0
2024-01-20,Whirlpool IF INV 278,0.0066,28.26
2025-07-30,Sony Bravia X75,0.0057,29.06
2024-07-26,Daikin FTKF 1.5T,0.0671,40.19
2024-10-05,Usha Striker Galaxy,0.0016,31.84
2025-10-13,Bajaj Majesty RX14,0.027,30.26
2025-03-13,Kirloskar Mega 54S,0.0322,32.82
2025-06-17,Netgear R6120,0.0003,23.49
2024-05-12,Daikin FTKF 1.5T,0.0202,30.95
2024-03-08,TP-Link Archer C6,0.0003,27.72
2025-04-09,Samsung EP-TA800,0.0001,25.73
2024-01-10,Kirloskar Mega 54S,0.009,29.19
2025-11-27,LG 24MP60G,0.0017,34.79
2024-12-13,LG KS-Q18,0.0287,29.11
2024-11-06,LG FHM1207,0.0168,30.57
2025-01-02,LG 43LM5650,0.0061,32.18
2024-08-20,Dell OptiPlex 7090,0.003,32.73
2025-08-03,Prestige PKOSS 1.5,0.0611,33.24
2024-03-17,TP-Link Archer C6,0.0003,26.64
2025-07-28,LG GL-T302,0.0057,27.78
2025-04-06,HP EliteDesk 800,0.0036,34.0
2024-03-12,Sony Bravia X75,0.005,30.81
2024-04-01,Samsung WA65A4002,0.0318,31.11
2024-08-20,Bajaj MX3,0.0648,36.57
2024-10-26,CRI MHBS,0.0168,29.67
2024-12-13,Philips Ace Saver,0.0002,30.72
2025-05-31,Samsung EP-TA800,0.0004,31.63
2024-08-29,Dell OptiPlex 7090,0.0049,34.2
2024-12-19,TP-Link Archer C6,0.0005,24.61
2025-11-14,Havells Stealth Air,0.0019,26.43
2025-03-06,Kirloskar Mega 54S,0.0372,25.18
2024-10-15,TP-Link Archer C6,0.0003,30.46
2024-05-23,Samsung UA43T5400,0.0039,28.0
2025-05-17,Samsung LF24T350,0.0019,34.44
2025-01-05,Samsung LF24T350,0.0016,33.96
2024-07-12,Orient Winter HC,0.0314,24.72
2024-07-07,Lenovo ThinkCentre M70,0.0058,29.84
2025-03-28,HP EliteDesk 800,0.0147,28.11
2025-03-11,Dell OptiPlex 7090,0.0103,24.32
2024-11-13,Bosch WAK24168,0.0257,32.35
2024-03-30,Panasonic NN-ST34,0.0184,27.15
2025-01-29,Orient Winter HC,0.0286,32.96
2024-07-05,Samsung RT28T,0.0057,26.13
2025-12-24,Dell Inspiron 3520,0.0013,26.64
2024-08-24,Xiaomi MDY-11,0.0004,28.57
2024-05-09,Philips GC1905,0.0252,29.41
2024-09-29,ASUS VivoBook 15,0.0022,27.23
2024-09-16,Samsung LF24T350,0.0017,29.68
2025-10-22,Panasonic NN-ST34,0.0284,33.39
2025-02-08,Orient Aeroquiet,0.0034,26.4
2024-08-21,Prestige PKOSS 1.5,0.0437,29.64
2025-04-20,Dell P2422H,0.0018,28.96
2025-11-05,Orient Winter HC,0.0503,28.96
2024-05-07,TP-Link Archer C6,0.0003,33.51
2024-04-15,Lenovo IdeaPad 3,0.0009,35.4
2024-08-09,LG FHM1207,0.0276,27.4
2025-12-30,Panasonic SR-WA18,0.0241,30.33
2024-08-12,Samsung WA65A4002,0.0156,37.1
2024-10-27,Samsung MS23F301,0.0346,31.46
2025-09-10,Bajaj Majesty RX14,0.081,28.96
2025-01-14,HP Pavilion 14,0.0039,26.97
2024-06-02,Panasonic NN-ST34,0.0448,28.04
2025-11-01,LG KS-Q18,0.0272,26.02
2025-12-22,Lenovo IdeaPad 3,0.0016,35.59
2024-08-02,Havells Stealth Air,0.0053,31.98
2024-11-24,CRI MHBS,0.0318,28.06
2024-08-07,Bajaj Majesty RX14,0.1028,31.8
2025-09-14,Xiaomi MDY-11,0.0003,33.65
2025-12-21,Havells Stealth Air,0.0017,34.88
2024-06-26,Philips GC1905,0.0422,29.79
2024-08-25,Lenovo IdeaPad 3,0.0007,27.85
2025-07-22,Samsung MS23F301,0.0386,32.52
2025-06-03,HP EliteDesk 800,0.0062,26.17
2025-06-03,Philips GC1905,0.0783,28.74
2024-09-05,Netgear R6120,0.0001,25.76
2025-10-04,Netgear R6120,0.0002,29.15
2025-05-24,Havells Leganza,0.0015,27.14
2025-10-13,Dell P2422H,0.0005,25.53
2025-12-13,Lenovo ThinkCentre M70,0.0067,28.48
2025-03-01,Usha Mist Air IC,0.0035,27.27
2025-12-04,Lenovo ThinkCentre M70,0.0106,30.7
2025-03-20,Samsung UA43T5400,0.0018,36.14
2024-11-10,Whirlpool IF INV 278,0.004,30.85
2024-08-09,Panasonic SR-WA18,0.0257,35.11
2025-09-07,LG KS-Q18,0.0216,26.44
2025-07-15,Dell Inspiron 3520,0.001,32.25
2025-10-01,Lenovo ThinkCentre M70,0.0079,27.6
2025-03-07,Panasonic F-M12D3,0.0029,30.39
2024-01-09,Dell OptiPlex 7090,0.0103,24.25
2025-04-20,Prestige PKOSS 1.5,0.0395,29.95
2024-08-23,Kirloskar Mega 54S,0.0163,25.55
2025-01-13,Philips GC1905,0.0513,26.38
2025-07-29,Kirloskar Mega 54S,0.0147,27.87
2024-06-01,Prestige PKOSS 1.5,0.0707,33.01
2024-04-10,Daikin FTKF 1.5T,0.0328,24.68
2024-05-03,Samsung MS23F301,0.0427,27.4
2024-12-09,Panasonic NN-ST34,0.0444,28.22
2025-02-20,Dell P2422H,0.0019,30.62
2025-02-02,Samsung WA65A4002,0.0158,35.55
2025-02-17,Samsung MS23F301,0.0375,25.8
2024-07-08,Philips HD9306,0.0362,28.91
2025-11-30,LG FHM1207,0.0325,25.66
2025-09-29,Daikin FTKF 1.5T,0.0309,28.32
2024-03-11,Dell OptiPlex 7090,0.0078,31.44
2024-11-24,Havells Stealth Air,0.0029,25.82
2024-10-11,Lenovo ThinkCentre M70,0.0042,34.32
2025-10-31,Havells Stealth Air,0.0032,32.11
2025-02-20,Samsung EP-TA800,0.0001,31.92
2024-02-16,Philips GC1905,0.0294,35.44
2025-08-24,Bajaj MX3,0.0225,30.09
2025-06-10,Samsung LF24T350,0.001,29.35
2024-12-27,Bajaj Majesty RX14,0.0235,32.93
2024-09-22,Samsung UA43T5400,0.0049,28.33
2025-10-03,Philips HD9306,0.0691,31.7
2025-04-06,Orient Apex,0.0008,29.41
2025-03-27,Panasonic SR-WA18,0.0189,34.29
2024-05-17,Usha Striker Galaxy,0.0018,35.25
2025-12-17,Panasonic NN-ST34,0.0153,31.88
2024-06-16,Bajaj MX3,0.0647,28.3
2025-01-01,LG GL-T302,0.0027,30.27
2025-04-21,Samsung UA43T5400,0.0029,27.73
2025-11-19,Panasonic NN-ST34,0.04,27.38
2025-11-16,CRI MHBS,0.05,32.84
2025-07-13,CRI MHBS,0.0344,26.0
2024-02-24,Samsung UA43T5400,0.0015,30.14
2024-07-03,Dell OptiPlex 7090,0.0082,31.76
2024-10-02,Philips HD3119,0.0112,28.68
2025-06-14,LG FHM1207,0.0153,24.17
2024-07-09,Whirlpool IF INV 278,0.0087,35.77
2025-12-15,Samsung WA65A4002,0.0243,31.51
2024-04-16,HP Pavilion 14,0.0006,27.86
2024-09-10,Netgear R6120,0.0005,29.16
2024-02-03,Syska SSK-BLS-9W,0.0001,37.05
2025-03-28,Lenovo ThinkCentre M70,0.0131,26.61
2024-02-21,Prestige PKOSS 1.5,0.0582,33.41
2025-02-23,LG KS-Q18,0.0403,33.05
2025-11-13,Philips Ace Saver,0.0003,31.24
2024-11-26,Netgear R6120,0.0005,24.7
2024-03-17,Orient Aeroquiet,0.0021,29.37
2024-05-22,Usha Mist Air IC,0.002,28.97
2025-01-10,Usha Mist Air IC,0.0036,31.27
2025-05-04,Dell OptiPlex 7090,0.0061,26.56
2024-05-21,Samsung LF24T350,0.001,26.32
2025-11-21,Bosch WAK24168,0.0208,33.13
2025-10-24,Philips HD9306,0.0513,28.81
2025-12-28,Dell Inspiron 3520,0.0029,39.18
2025-05-03,Dell Inspiron 3520,0.0031,27.18
2025-06-30,Prestige PKOSS 1.5,0.0405,29.03
2024-05-01,Samsung EP-TA800,0.0003,32.98
2024-06-23,Kirloskar Mega 54S,0.0431,29.62
2024-11-27,Philips HD3119,0.0244,35.3
2024-01-23,Usha Striker Galaxy,0.0009,35.1
2024-07-01,Orient Aeroquiet,0.002,32.48
2024-04-20,Bajaj MX3,0.0521,25.37
2024-04-16,CRI MHBS,0.0141,28.46
2025-05-03,LG 43LM5650,0.0015,30.46
2025-05-28,Philips Ace Saver,0.0006,36.16
2026-01-04,CRI MHBS,0.017,28.86
2025-09-15,HP EliteDesk 800,0.0162,22.2
2024-03-02,Dell P2422H,0.0018,25.38
